"","Species","Region","Country","Origin"
"6766","Populus","america","Hawaii","Unknown"
"6767","Populus","america","Mexico","Unknown"
"6768","Populus","europe","Albania","Unknown"
"6769","Populus","europe","Austria","Unknown"
"6770","Populus","europe","Azores","Unknown"
"6771","Populus","europe","Belgium","Unknown"
"6772","Populus","europe","Islas_Baleares","Unknown"
"6773","Populus","europe","Britain","Unknown"
"6774","Populus","europe","Bulgaria","Unknown"
"6775","Populus","europe","Corse","Unknown"
"6776","Populus","europe","Kriti","Unknown"
"6777","Populus","europe","Czechoslovakia","Unknown"
"6778","Populus","europe","Denmark","Unknown"
"6779","Populus","europe","Faroer","Unknown"
"6780","Populus","europe","Finland","Unknown"
"6781","Populus","europe","France","Unknown"
"6782","Populus","europe","Germany","Unknown"
"6783","Populus","europe","Greece","Unknown"
"6784","Populus","europe","Ireland","Unknown"
"6785","Populus","europe","Switzerland","Unknown"
"6786","Populus","europe","Netherlands","Unknown"
"6787","Populus","europe","Spain","Unknown"
"6788","Populus","europe","Hungary","Unknown"
"6789","Populus","europe","Iceland","Unknown"
"6790","Populus","europe","Italy","Unknown"
"6791","Populus","europe","Jugoslavia","Unknown"
"6792","Populus","europe","Portugal","Unknown"
"6793","Populus","europe","Norway","Unknown"
"6794","Populus","europe","Poland","Unknown"
"6795","Populus","europe","Romania","Unknown"
"6796","Populus","europe","USSR","Unknown"
"6797","Populus","europe","Sardegna","Unknown"
"6798","Populus","europe","Svalbard","Unknown"
"6799","Populus","europe","Sicilia","Unknown"
"6800","Populus","europe","Sweden","Unknown"
"6801","Populus","europe","Turkey","Unknown"
"6802","Populus","europe","USSR_Northern_Division","Unknown"
"6803","Populus","europe","USSR_Baltic_Division","Unknown"
"6804","Populus","europe","USSR_Central_Division","Unknown"
"6805","Populus","europe","USSR_South_western","Unknown"
"6806","Populus","europe","USSR_Krym","Unknown"
"6807","Populus","europe","USSRSouth_eastern_Division","Unknown"
"6808","Propsopis juliflora","america","Continental US","Unknown"
"6809","Propsopis juliflora","america","Alaska","Unknown"
"6810","Propsopis juliflora","america","Canada","Unknown"
"6811","Propsopis juliflora","america","Caribbean Territories","Unknown"
"6812","Propsopis juliflora","america","Central Pacific Territories","Unknown"
"6813","Propsopis juliflora","america","Hawaii","Unknown"
"6814","Propsopis juliflora","america","Mexico","Unknown"
"6815","Propsopis juliflora","europe","Albania","Unknown"
"6816","Propsopis juliflora","europe","Austria","Unknown"
"6817","Propsopis juliflora","europe","Azores","Unknown"
"6818","Propsopis juliflora","europe","Belgium","Unknown"
"6819","Propsopis juliflora","europe","Islas_Baleares","Unknown"
"6820","Propsopis juliflora","europe","Britain","Unknown"
"6821","Propsopis juliflora","europe","Bulgaria","Unknown"
"6822","Propsopis juliflora","europe","Corse","Unknown"
"6823","Propsopis juliflora","europe","Kriti","Unknown"
"6824","Propsopis juliflora","europe","Czechoslovakia","Unknown"
"6825","Propsopis juliflora","europe","Denmark","Unknown"
"6826","Propsopis juliflora","europe","Faroer","Unknown"
"6827","Propsopis juliflora","europe","Finland","Unknown"
"6828","Propsopis juliflora","europe","France","Unknown"
"6829","Propsopis juliflora","europe","Germany","Unknown"
"6830","Propsopis juliflora","europe","Greece","Unknown"
"6831","Propsopis juliflora","europe","Ireland","Unknown"
"6832","Propsopis juliflora","europe","Switzerland","Unknown"
"6833","Propsopis juliflora","europe","Netherlands","Unknown"
"6834","Propsopis juliflora","europe","Spain","Unknown"
"6835","Propsopis juliflora","europe","Hungary","Unknown"
"6836","Propsopis juliflora","europe","Iceland","Unknown"
"6837","Propsopis juliflora","europe","Italy","Unknown"
"6838","Propsopis juliflora","europe","Jugoslavia","Unknown"
"6839","Propsopis juliflora","europe","Portugal","Unknown"
"6840","Propsopis juliflora","europe","Norway","Unknown"
"6841","Propsopis juliflora","europe","Poland","Unknown"
"6842","Propsopis juliflora","europe","Romania","Unknown"
"6843","Propsopis juliflora","europe","USSR","Unknown"
"6844","Propsopis juliflora","europe","Sardegna","Unknown"
"6845","Propsopis juliflora","europe","Svalbard","Unknown"
"6846","Propsopis juliflora","europe","Sicilia","Unknown"
"6847","Propsopis juliflora","europe","Sweden","Unknown"
"6848","Propsopis juliflora","europe","Turkey","Unknown"
"6849","Propsopis juliflora","europe","USSR_Northern_Division","Unknown"
"6850","Propsopis juliflora","europe","USSR_Baltic_Division","Unknown"
"6851","Propsopis juliflora","europe","USSR_Central_Division","Unknown"
"6852","Propsopis juliflora","europe","USSR_South_western","Unknown"
"6853","Propsopis juliflora","europe","USSR_Krym","Unknown"
"6854","Propsopis juliflora","europe","USSRSouth_eastern_Division","Unknown"
"6855","Prosopis cineraria","america","Continental US","Unknown"
"6856","Prosopis cineraria","america","Alaska","Unknown"
"6857","Prosopis cineraria","america","Canada","Unknown"
"6858","Prosopis cineraria","america","Caribbean Territories","Unknown"
"6859","Prosopis cineraria","america","Central Pacific Territories","Unknown"
"6860","Prosopis cineraria","america","Hawaii","Unknown"
"6861","Prosopis cineraria","america","Mexico","Unknown"
"6862","Prosopis cineraria","europe","Albania","Unknown"
"6863","Prosopis cineraria","europe","Austria","Unknown"
"6864","Prosopis cineraria","europe","Azores","Unknown"
"6865","Prosopis cineraria","europe","Belgium","Unknown"
"6866","Prosopis cineraria","europe","Islas_Baleares","Unknown"
"6867","Prosopis cineraria","europe","Britain","Unknown"
"6868","Prosopis cineraria","europe","Bulgaria","Unknown"
"6869","Prosopis cineraria","europe","Corse","Unknown"
"6870","Prosopis cineraria","europe","Kriti","Unknown"
"6871","Prosopis cineraria","europe","Czechoslovakia","Unknown"
"6872","Prosopis cineraria","europe","Denmark","Unknown"
"6873","Prosopis cineraria","europe","Faroer","Unknown"
"6874","Prosopis cineraria","europe","Finland","Unknown"
"6875","Prosopis cineraria","europe","France","Unknown"
"6876","Prosopis cineraria","europe","Germany","Unknown"
"6877","Prosopis cineraria","europe","Greece","Unknown"
"6878","Prosopis cineraria","europe","Ireland","Unknown"
"6879","Prosopis cineraria","europe","Switzerland","Unknown"
"6880","Prosopis cineraria","europe","Netherlands","Unknown"
"6881","Prosopis cineraria","europe","Spain","Unknown"
"6882","Prosopis cineraria","europe","Hungary","Unknown"
"6883","Prosopis cineraria","europe","Iceland","Unknown"
"6884","Prosopis cineraria","europe","Italy","Unknown"
"6885","Prosopis cineraria","europe","Jugoslavia","Unknown"
"6886","Prosopis cineraria","europe","Portugal","Unknown"
"6887","Prosopis cineraria","europe","Norway","Unknown"
"6888","Prosopis cineraria","europe","Poland","Unknown"
"6889","Prosopis cineraria","europe","Romania","Unknown"
"6890","Prosopis cineraria","europe","USSR","Unknown"
"6891","Prosopis cineraria","europe","Sardegna","Unknown"
"6892","Prosopis cineraria","europe","Svalbard","Unknown"
"6893","Prosopis cineraria","europe","Sicilia","Unknown"
"6894","Prosopis cineraria","europe","Sweden","Unknown"
"6895","Prosopis cineraria","europe","Turkey","Unknown"
"6896","Prosopis cineraria","europe","USSR_Northern_Division","Unknown"
"6897","Prosopis cineraria","europe","USSR_Baltic_Division","Unknown"
"6898","Prosopis cineraria","europe","USSR_Central_Division","Unknown"
"6899","Prosopis cineraria","europe","USSR_South_western","Unknown"
"6900","Prosopis cineraria","europe","USSR_Krym","Unknown"
"6901","Prosopis cineraria","europe","USSRSouth_eastern_Division","Unknown"
"6902","Prosopis juliflora","america","Continental US","Unknown"
"6903","Prosopis juliflora","america","Alaska","Unknown"
"6904","Prosopis juliflora","america","Canada","Unknown"
"6905","Prosopis juliflora","america","Caribbean Territories","Unknown"
"6906","Prosopis juliflora","america","Central Pacific Territories","Unknown"
"6907","Prosopis juliflora","america","Hawaii","Unknown"
"6908","Prosopis juliflora","america","Mexico","Unknown"
"6909","Prosopis juliflora","europe","Albania","Unknown"
"6910","Prosopis juliflora","europe","Austria","Unknown"
"6911","Prosopis juliflora","europe","Azores","Unknown"
"6912","Prosopis juliflora","europe","Belgium","Unknown"
"6913","Prosopis juliflora","europe","Islas_Baleares","Unknown"
"6914","Prosopis juliflora","europe","Britain","Unknown"
"6915","Prosopis juliflora","europe","Bulgaria","Unknown"
"6916","Prosopis juliflora","europe","Corse","Unknown"
"6917","Prosopis juliflora","europe","Kriti","Unknown"
"6918","Prosopis juliflora","europe","Czechoslovakia","Unknown"
"6919","Prosopis juliflora","europe","Denmark","Unknown"
"6920","Prosopis juliflora","europe","Faroer","Unknown"
"6921","Prosopis juliflora","europe","Finland","Unknown"
"6922","Prosopis juliflora","europe","France","Unknown"
"6923","Prosopis juliflora","europe","Germany","Unknown"
"6924","Prosopis juliflora","europe","Greece","Unknown"
"6925","Prosopis juliflora","europe","Ireland","Unknown"
"6926","Prosopis juliflora","europe","Switzerland","Unknown"
"6927","Prosopis juliflora","europe","Netherlands","Unknown"
"6928","Prosopis juliflora","europe","Spain","Unknown"
"6929","Prosopis juliflora","europe","Hungary","Unknown"
"6930","Prosopis juliflora","europe","Iceland","Unknown"
"6931","Prosopis juliflora","europe","Italy","Unknown"
"6932","Prosopis juliflora","europe","Jugoslavia","Unknown"
"6933","Prosopis juliflora","europe","Portugal","Unknown"
"6934","Prosopis juliflora","europe","Norway","Unknown"
"6935","Prosopis juliflora","europe","Poland","Unknown"
"6936","Prosopis juliflora","europe","Romania","Unknown"
"6937","Prosopis juliflora","europe","USSR","Unknown"
"6938","Prosopis juliflora","europe","Sardegna","Unknown"
"6939","Prosopis juliflora","europe","Svalbard","Unknown"
"6940","Prosopis juliflora","europe","Sicilia","Unknown"
"6941","Prosopis juliflora","europe","Sweden","Unknown"
"6942","Prosopis juliflora","europe","Turkey","Unknown"
"6943","Prosopis juliflora","europe","USSR_Northern_Division","Unknown"
"6944","Prosopis juliflora","europe","USSR_Baltic_Division","Unknown"
"6945","Prosopis juliflora","europe","USSR_Central_Division","Unknown"
"6946","Prosopis juliflora","europe","USSR_South_western","Unknown"
"6947","Prosopis juliflora","europe","USSR_Krym","Unknown"
"6948","Prosopis juliflora","europe","USSRSouth_eastern_Division","Unknown"
"6949","Prunus serotina","america","Continental US","Unknown"
"6950","Prunus serotina","america","Alaska","Unknown"
"6951","Prunus serotina","america","Canada","Unknown"
"6952","Prunus serotina","america","Caribbean Territories","Unknown"
"6953","Prunus serotina","america","Central Pacific Territories","Unknown"
"6954","Prunus serotina","america","Hawaii","Unknown"
"6955","Prunus serotina","america","Mexico","Unknown"
"6956","Prunus serotina","europe","Albania","Unknown"
"6957","Prunus serotina","europe","Austria","Unknown"
"6958","Prunus serotina","europe","Azores","Unknown"
"6959","Prunus serotina","europe","Belgium","Unknown"
"6960","Prunus serotina","europe","Islas_Baleares","Unknown"
"6961","Prunus serotina","europe","Britain","Unknown"
"6962","Prunus serotina","europe","Bulgaria","Unknown"
"6963","Prunus serotina","europe","Corse","Unknown"
"6964","Prunus serotina","europe","Kriti","Unknown"
"6965","Prunus serotina","europe","Czechoslovakia","Unknown"
"6966","Prunus serotina","europe","Denmark","Unknown"
"6967","Prunus serotina","europe","Faroer","Unknown"
"6968","Prunus serotina","europe","Finland","Unknown"
"6969","Prunus serotina","europe","France","Unknown"
"6970","Prunus serotina","europe","Germany","Unknown"
"6971","Prunus serotina","europe","Greece","Unknown"
"6972","Prunus serotina","europe","Ireland","Unknown"
"6973","Prunus serotina","europe","Switzerland","Unknown"
"6974","Prunus serotina","europe","Netherlands","Unknown"
"6975","Prunus serotina","europe","Spain","Unknown"
"6976","Prunus serotina","europe","Hungary","Unknown"
"6977","Prunus serotina","europe","Iceland","Unknown"
"6978","Prunus serotina","europe","Italy","Unknown"
"6979","Prunus serotina","europe","Jugoslavia","Unknown"
"6980","Prunus serotina","europe","Portugal","Unknown"
"6981","Prunus serotina","europe","Norway","Unknown"
"6982","Prunus serotina","europe","Poland","Unknown"
"6983","Prunus serotina","europe","Romania","Unknown"
"6984","Prunus serotina","europe","USSR","Unknown"
"6985","Prunus serotina","europe","Sardegna","Unknown"
"6986","Prunus serotina","europe","Svalbard","Unknown"
"6987","Prunus serotina","europe","Sicilia","Unknown"
"6988","Prunus serotina","europe","Sweden","Unknown"
"6989","Prunus serotina","europe","Turkey","Unknown"
"6990","Prunus serotina","europe","USSR_Northern_Division","Unknown"
"6991","Prunus serotina","europe","USSR_Baltic_Division","Unknown"
"6992","Prunus serotina","europe","USSR_Central_Division","Unknown"
"6993","Prunus serotina","europe","USSR_South_western","Unknown"
"6994","Prunus serotina","europe","USSR_Krym","Unknown"
"6995","Prunus serotina","europe","USSRSouth_eastern_Division","Unknown"
"6996","Quercus alba","america","Continental US","Unknown"
"6997","Quercus alba","america","Alaska","Unknown"
"6998","Quercus alba","america","Canada","Unknown"
"6999","Quercus alba","america","Caribbean Territories","Unknown"
"7000","Quercus alba","america","Central Pacific Territories","Unknown"
"7001","Quercus alba","america","Hawaii","Unknown"
"7002","Quercus alba","america","Mexico","Unknown"
"7003","Quercus alba","europe","Albania","Unknown"
"7004","Quercus alba","europe","Austria","Unknown"
"7005","Quercus alba","europe","Azores","Unknown"
"7006","Quercus alba","europe","Belgium","Unknown"
"7007","Quercus alba","europe","Islas_Baleares","Unknown"
"7008","Quercus alba","europe","Britain","Unknown"
"7009","Quercus alba","europe","Bulgaria","Unknown"
"7010","Quercus alba","europe","Corse","Unknown"
"7011","Quercus alba","europe","Kriti","Unknown"
"7012","Quercus alba","europe","Czechoslovakia","Unknown"
"7013","Quercus alba","europe","Denmark","Unknown"
"7014","Quercus alba","europe","Faroer","Unknown"
"7015","Quercus alba","europe","Finland","Unknown"
"7016","Quercus alba","europe","France","Unknown"
"7017","Quercus alba","europe","Germany","Unknown"
"7018","Quercus alba","europe","Greece","Unknown"
"7019","Quercus alba","europe","Ireland","Unknown"
"7020","Quercus alba","europe","Switzerland","Unknown"
"7021","Quercus alba","europe","Netherlands","Unknown"
"7022","Quercus alba","europe","Spain","Unknown"
"7023","Quercus alba","europe","Hungary","Unknown"
"7024","Quercus alba","europe","Iceland","Unknown"
"7025","Quercus alba","europe","Italy","Unknown"
"7026","Quercus alba","europe","Jugoslavia","Unknown"
"7027","Quercus alba","europe","Portugal","Unknown"
"7028","Quercus alba","europe","Norway","Unknown"
"7029","Quercus alba","europe","Poland","Unknown"
"7030","Quercus alba","europe","Romania","Unknown"
"7031","Quercus alba","europe","USSR","Unknown"
"7032","Quercus alba","europe","Sardegna","Unknown"
"7033","Quercus alba","europe","Svalbard","Unknown"
"7034","Quercus alba","europe","Sicilia","Unknown"
"7035","Quercus alba","europe","Sweden","Unknown"
"7036","Quercus alba","europe","Turkey","Unknown"
"7037","Quercus alba","europe","USSR_Northern_Division","Unknown"
"7038","Quercus alba","europe","USSR_Baltic_Division","Unknown"
"7039","Quercus alba","europe","USSR_Central_Division","Unknown"
"7040","Quercus alba","europe","USSR_South_western","Unknown"
"7041","Quercus alba","europe","USSR_Krym","Unknown"
"7042","Quercus alba","europe","USSRSouth_eastern_Division","Unknown"
"7043","Quercus ilex","america","Continental US","Unknown"
"7044","Quercus ilex","america","Alaska","Unknown"
"7045","Quercus ilex","america","Canada","Unknown"
"7046","Quercus ilex","america","Caribbean Territories","Unknown"
"7047","Quercus ilex","america","Central Pacific Territories","Unknown"
"7048","Quercus ilex","america","Hawaii","Unknown"
"7049","Quercus ilex","america","Mexico","Unknown"
"7050","Quercus ilex","europe","Albania","Unknown"
"7051","Quercus ilex","europe","Austria","Unknown"
"7052","Quercus ilex","europe","Azores","Unknown"
"7053","Quercus ilex","europe","Belgium","Unknown"
"7054","Quercus ilex","europe","Islas_Baleares","Unknown"
"7055","Quercus ilex","europe","Britain","Unknown"
"7056","Quercus ilex","europe","Bulgaria","Unknown"
"7057","Quercus ilex","europe","Corse","Unknown"
"7058","Quercus ilex","europe","Kriti","Unknown"
"7059","Quercus ilex","europe","Czechoslovakia","Unknown"
"7060","Quercus ilex","europe","Denmark","Unknown"
"7061","Quercus ilex","europe","Faroer","Unknown"
"7062","Quercus ilex","europe","Finland","Unknown"
"7063","Quercus ilex","europe","France","Unknown"
"7064","Quercus ilex","europe","Germany","Unknown"
"7065","Quercus ilex","europe","Greece","Unknown"
"7066","Quercus ilex","europe","Ireland","Unknown"
"7067","Quercus ilex","europe","Switzerland","Unknown"
"7068","Quercus ilex","europe","Netherlands","Unknown"
"7069","Quercus ilex","europe","Spain","Unknown"
"7070","Quercus ilex","europe","Hungary","Unknown"
"7071","Quercus ilex","europe","Iceland","Unknown"
"7072","Quercus ilex","europe","Italy","Unknown"
"7073","Quercus ilex","europe","Jugoslavia","Unknown"
"7074","Quercus ilex","europe","Portugal","Unknown"
"7075","Quercus ilex","europe","Norway","Unknown"
"7076","Quercus ilex","europe","Poland","Unknown"
"7077","Quercus ilex","europe","Romania","Unknown"
"7078","Quercus ilex","europe","USSR","Unknown"
"7079","Quercus ilex","europe","Sardegna","Unknown"
"7080","Quercus ilex","europe","Svalbard","Unknown"
"7081","Quercus ilex","europe","Sicilia","Unknown"
"7082","Quercus ilex","europe","Sweden","Unknown"
"7083","Quercus ilex","europe","Turkey","Unknown"
"7084","Quercus ilex","europe","USSR_Northern_Division","Unknown"
"7085","Quercus ilex","europe","USSR_Baltic_Division","Unknown"
"7086","Quercus ilex","europe","USSR_Central_Division","Unknown"
"7087","Quercus ilex","europe","USSR_South_western","Unknown"
"7088","Quercus ilex","europe","USSR_Krym","Unknown"
"7089","Quercus ilex","europe","USSRSouth_eastern_Division","Unknown"
"7090","Quercus robur","america","Continental US","Unknown"
"7091","Quercus robur","america","Alaska","Unknown"
"7092","Quercus robur","america","Canada","Unknown"
"7093","Quercus robur","america","Caribbean Territories","Unknown"
"7094","Quercus robur","america","Central Pacific Territories","Unknown"
"7095","Quercus robur","america","Hawaii","Unknown"
"7096","Quercus robur","america","Mexico","Unknown"
"7097","Quercus robur","europe","Albania","Unknown"
"7098","Quercus robur","europe","Austria","Unknown"
"7099","Quercus robur","europe","Azores","Unknown"
"7100","Quercus robur","europe","Belgium","Unknown"
"7101","Quercus robur","europe","Islas_Baleares","Unknown"
"7102","Quercus robur","europe","Britain","Unknown"
"7103","Quercus robur","europe","Bulgaria","Unknown"
"7104","Quercus robur","europe","Corse","Unknown"
"7105","Quercus robur","europe","Kriti","Unknown"
"7106","Quercus robur","europe","Czechoslovakia","Unknown"
"7107","Quercus robur","europe","Denmark","Unknown"
"7108","Quercus robur","europe","Faroer","Unknown"
"7109","Quercus robur","europe","Finland","Unknown"
"7110","Quercus robur","europe","France","Unknown"
"7111","Quercus robur","europe","Germany","Unknown"
"7112","Quercus robur","europe","Greece","Unknown"
"7113","Quercus robur","europe","Ireland","Unknown"
"7114","Quercus robur","europe","Switzerland","Unknown"
"7115","Quercus robur","europe","Netherlands","Unknown"
"7116","Quercus robur","europe","Spain","Unknown"
"7117","Quercus robur","europe","Hungary","Unknown"
"7118","Quercus robur","europe","Iceland","Unknown"
"7119","Quercus robur","europe","Italy","Unknown"
"7120","Quercus robur","europe","Jugoslavia","Unknown"
"7121","Quercus robur","europe","Portugal","Unknown"
"7122","Quercus robur","europe","Norway","Unknown"
"7123","Quercus robur","europe","Poland","Unknown"
"7124","Quercus robur","europe","Romania","Unknown"
"7125","Quercus robur","europe","USSR","Unknown"
"7126","Quercus robur","europe","Sardegna","Unknown"
"7127","Quercus robur","europe","Svalbard","Unknown"
"7128","Quercus robur","europe","Sicilia","Unknown"
"7129","Quercus robur","europe","Sweden","Unknown"
"7130","Quercus robur","europe","Turkey","Unknown"
"7131","Quercus robur","europe","USSR_Northern_Division","Unknown"
"7132","Quercus robur","europe","USSR_Baltic_Division","Unknown"
"7133","Quercus robur","europe","USSR_Central_Division","Unknown"
"7134","Quercus robur","europe","USSR_South_western","Unknown"
"7135","Quercus robur","europe","USSR_Krym","Unknown"
"7136","Quercus robur","europe","USSRSouth_eastern_Division","Unknown"
"7137","Quercus rubra","america","Continental US","Unknown"
"7138","Quercus rubra","america","Alaska","Unknown"
"7139","Quercus rubra","america","Canada","Unknown"
"7140","Quercus rubra","america","Caribbean Territories","Unknown"
"7141","Quercus rubra","america","Central Pacific Territories","Unknown"
"7142","Quercus rubra","america","Hawaii","Unknown"
"7143","Quercus rubra","america","Mexico","Unknown"
"7144","Quercus rubra","europe","Albania","Unknown"
"7145","Quercus rubra","europe","Austria","Unknown"
"7146","Quercus rubra","europe","Azores","Unknown"
"7147","Quercus rubra","europe","Belgium","Unknown"
"7148","Quercus rubra","europe","Islas_Baleares","Unknown"
"7149","Quercus rubra","europe","Britain","Unknown"
"7150","Quercus rubra","europe","Bulgaria","Unknown"
"7151","Quercus rubra","europe","Corse","Unknown"
"7152","Quercus rubra","europe","Kriti","Unknown"
"7153","Quercus rubra","europe","Czechoslovakia","Unknown"
"7154","Quercus rubra","europe","Denmark","Unknown"
"7155","Quercus rubra","europe","Faroer","Unknown"
"7156","Quercus rubra","europe","Finland","Unknown"
"7157","Quercus rubra","europe","France","Unknown"
"7158","Quercus rubra","europe","Germany","Unknown"
"7159","Quercus rubra","europe","Greece","Unknown"
"7160","Quercus rubra","europe","Ireland","Unknown"
"7161","Quercus rubra","europe","Switzerland","Unknown"
"7162","Quercus rubra","europe","Netherlands","Unknown"
"7163","Quercus rubra","europe","Spain","Unknown"
"7164","Quercus rubra","europe","Hungary","Unknown"
"7165","Quercus rubra","europe","Iceland","Unknown"
"7166","Quercus rubra","europe","Italy","Unknown"
"7167","Quercus rubra","europe","Jugoslavia","Unknown"
"7168","Quercus rubra","europe","Portugal","Unknown"
"7169","Quercus rubra","europe","Norway","Unknown"
"7170","Quercus rubra","europe","Poland","Unknown"
"7171","Quercus rubra","europe","Romania","Unknown"
"7172","Quercus rubra","europe","USSR","Unknown"
"7173","Quercus rubra","europe","Sardegna","Unknown"
"7174","Quercus rubra","europe","Svalbard","Unknown"
"7175","Quercus rubra","europe","Sicilia","Unknown"
"7176","Quercus rubra","europe","Sweden","Unknown"
"7177","Quercus rubra","europe","Turkey","Unknown"
"7178","Quercus rubra","europe","USSR_Northern_Division","Unknown"
"7179","Quercus rubra","europe","USSR_Baltic_Division","Unknown"
"7180","Quercus rubra","europe","USSR_Central_Division","Unknown"
"7181","Quercus rubra","europe","USSR_South_western","Unknown"
"7182","Quercus rubra","europe","USSR_Krym","Unknown"
"7183","Quercus rubra","europe","USSRSouth_eastern_Division","Unknown"
"7184","Quercus","america","Continental US","Unknown"
"7185","Quercus","america","Alaska","Unknown"
"7186","Quercus","america","Canada","Unknown"
"7187","Quercus","america","Caribbean Territories","Unknown"
"7188","Quercus","america","Central Pacific Territories","Unknown"
"7189","Quercus","america","Hawaii","Unknown"
"7190","Quercus","america","Mexico","Unknown"
"7191","Quercus","europe","Albania","Unknown"
"7192","Quercus","europe","Austria","Unknown"
"7193","Quercus","europe","Azores","Unknown"
"7194","Quercus","europe","Belgium","Unknown"
"7195","Quercus","europe","Islas_Baleares","Unknown"
"7196","Quercus","europe","Britain","Unknown"
"7197","Quercus","europe","Bulgaria","Unknown"
"7198","Quercus","europe","Corse","Unknown"
"7199","Quercus","europe","Kriti","Unknown"
"7200","Quercus","europe","Czechoslovakia","Unknown"
"7201","Quercus","europe","Denmark","Unknown"
"7202","Quercus","europe","Faroer","Unknown"
"7203","Quercus","europe","Finland","Unknown"
"7204","Quercus","europe","France","Unknown"
"7205","Quercus","europe","Germany","Unknown"
"7206","Quercus","europe","Greece","Unknown"
"7207","Quercus","europe","Ireland","Unknown"
"7208","Quercus","europe","Switzerland","Unknown"
"7209","Quercus","europe","Netherlands","Unknown"
"7210","Quercus","europe","Spain","Unknown"
"7211","Quercus","europe","Hungary","Unknown"
"7212","Quercus","europe","Iceland","Unknown"
"7213","Quercus","europe","Italy","Unknown"
"7214","Quercus","europe","Jugoslavia","Unknown"
"7215","Quercus","europe","Portugal","Unknown"
"7216","Quercus","europe","Norway","Unknown"
"7217","Quercus","europe","Poland","Unknown"
"7218","Quercus","europe","Romania","Unknown"
"7219","Quercus","europe","USSR","Unknown"
"7220","Quercus","europe","Sardegna","Unknown"
"7221","Quercus","europe","Svalbard","Unknown"
"7222","Quercus","europe","Sicilia","Unknown"
"7223","Quercus","europe","Sweden","Unknown"
"7224","Quercus","europe","Turkey","Unknown"
"7225","Quercus","europe","USSR_Northern_Division","Unknown"
"7226","Quercus","europe","USSR_Baltic_Division","Unknown"
"7227","Quercus","europe","USSR_Central_Division","Unknown"
"7228","Quercus","europe","USSR_South_western","Unknown"
"7229","Quercus","europe","USSR_Krym","Unknown"
"7230","Quercus","europe","USSRSouth_eastern_Division","Unknown"
"7231","Raphanus sativus","america","Continental US","Unknown"
"7232","Raphanus sativus","america","Alaska","Unknown"
"7233","Raphanus sativus","america","Canada","Unknown"
"7234","Raphanus sativus","america","Caribbean Territories","Unknown"
"7235","Raphanus sativus","america","Central Pacific Territories","Unknown"
"7236","Raphanus sativus","america","Hawaii","Unknown"
"7237","Raphanus sativus","america","Mexico","Unknown"
"7238","Raphanus sativus","europe","Albania","Unknown"
"7239","Raphanus sativus","europe","Austria","Unknown"
"7240","Raphanus sativus","europe","Azores","Unknown"
"7241","Raphanus sativus","europe","Belgium","Unknown"
"7242","Raphanus sativus","europe","Islas_Baleares","Unknown"
"7243","Raphanus sativus","europe","Britain","Unknown"
"7244","Raphanus sativus","europe","Bulgaria","Unknown"
"7245","Raphanus sativus","europe","Corse","Unknown"
"7246","Raphanus sativus","europe","Kriti","Unknown"
"7247","Raphanus sativus","europe","Czechoslovakia","Unknown"
"7248","Raphanus sativus","europe","Denmark","Unknown"
"7249","Raphanus sativus","europe","Faroer","Unknown"
"7250","Raphanus sativus","europe","Finland","Unknown"
"7251","Raphanus sativus","europe","France","Unknown"
"7252","Raphanus sativus","europe","Germany","Unknown"
"7253","Raphanus sativus","europe","Greece","Unknown"
"7254","Raphanus sativus","europe","Ireland","Unknown"
"7255","Raphanus sativus","europe","Switzerland","Unknown"
"7256","Raphanus sativus","europe","Netherlands","Unknown"
"7257","Raphanus sativus","europe","Spain","Unknown"
"7258","Raphanus sativus","europe","Hungary","Unknown"
"7259","Raphanus sativus","europe","Iceland","Unknown"
"7260","Raphanus sativus","europe","Italy","Unknown"
"7261","Raphanus sativus","europe","Jugoslavia","Unknown"
"7262","Raphanus sativus","europe","Portugal","Unknown"
"7263","Raphanus sativus","europe","Norway","Unknown"
"7264","Raphanus sativus","europe","Poland","Unknown"
"7265","Raphanus sativus","europe","Romania","Unknown"
"7266","Raphanus sativus","europe","USSR","Unknown"
"7267","Raphanus sativus","europe","Sardegna","Unknown"
"7268","Raphanus sativus","europe","Svalbard","Unknown"
"7269","Raphanus sativus","europe","Sicilia","Unknown"
"7270","Raphanus sativus","europe","Sweden","Unknown"
"7271","Raphanus sativus","europe","Turkey","Unknown"
"7272","Raphanus sativus","europe","USSR_Northern_Division","Unknown"
"7273","Raphanus sativus","europe","USSR_Baltic_Division","Unknown"
"7274","Raphanus sativus","europe","USSR_Central_Division","Unknown"
"7275","Raphanus sativus","europe","USSR_South_western","Unknown"
"7276","Raphanus sativus","europe","USSR_Krym","Unknown"
"7277","Raphanus sativus","europe","USSRSouth_eastern_Division","Unknown"
"7278","Retama raetam","america","Continental US","Unknown"
"7279","Retama raetam","america","Alaska","Unknown"
"7280","Retama raetam","america","Canada","Unknown"
"7281","Retama raetam","america","Caribbean Territories","Unknown"
"7282","Retama raetam","america","Central Pacific Territories","Unknown"
"7283","Retama raetam","america","Hawaii","Unknown"
"7284","Retama raetam","america","Mexico","Unknown"
"7285","Retama raetam","europe","Albania","Unknown"
"7286","Retama raetam","europe","Austria","Unknown"
"7287","Retama raetam","europe","Azores","Unknown"
"7288","Retama raetam","europe","Belgium","Unknown"
"7289","Retama raetam","europe","Islas_Baleares","Unknown"
"7290","Retama raetam","europe","Britain","Unknown"
